,CO_CNES,NO_FANTASIA,MUNICIPIO
2373,7165307,SESST SERVICO DE SEGURANCA E SAUDE DO TRABALHADOR,MONTADAS
2374,7377509,NASF,MONTADAS
2375,6483291,LAMAC LABORATORIO MUNICIPAL,MONTE HOREBE
2376,3124843,POSTO DE SAUDE DE SANTA FE,MONTE HOREBE
2377,7549482,CENTRO DE ESPECIALIDADES DE MONTE HOREBE,MONTE HOREBE
2378,2321920,CENTRO DE SAUDE MONTE HOREBE,MONTE HOREBE
2379,2321912,CENTRO DE SAUDE JOAQUIM SARAIVA DE MOURA,MONTE HOREBE
2380,9419659,CENTRO DE ESPECIALIDADES ODONTOLOGICAS DE MONTE HOREBE CEO,MONTE HOREBE
2381,9427732,CENTRO DE ESPECIALIDADES DE MONTE HOREBE,MONTE HOREBE
2382,6448747,SECRETARIA MUNICIPAL DE SAUDE DE MONTE HOREBE,MONTE HOREBE
2383,7493010,SETOR VIGILANCIA SANITARIA,MONTE HOREBE
2384,9318593,PS GAMELEIRA,MONTEIRO
2385,9557210,USF 12,MONTEIRO
2386,7100507,CENTRO DE DIAGNOSTICO POR IMAGEM MARGARIDA NEVES BERTO,MONTEIRO
2387,2374072,USF 07 LUCAS TOME MONTEIRO,MONTEIRO
2388,2322277,PS QUEIMADAS JOSE BEZERRA DE MELO,MONTEIRO
2389,2322250,USF 05 JULIO RAIMUNDO ALEXANDRE,MONTEIRO
2390,9557229,USF 13,MONTEIRO
2391,9318607,POSTO DE SAUDE SERRA DO MOCO,MONTEIRO
2392,9371591,PS SAUDE SERROTE DE CIMA,MONTEIRO
2393,9678484,POLO 02 ACADEMIA DA SAUDE VILA SANTA MARIA,MONTEIRO
2394,3163881,USF 01 JULIO FRANCISCO DE SOUSA,MONTEIRO
2395,3163954,USF 09 SAUL LAFAYETTE NOBRE FORMIGA,MONTEIRO
2396,2322315,USF 06 AMADEU ALEIXO FERNANDES,MONTEIRO
2397,2322390,PS IPUEIRA FUNDA,MONTEIRO
2398,2322242,PS CACIMBINHA,MONTEIRO
2399,2322293,PS TAPAGEM,MONTEIRO
2400,2322323,PS BOA ESPERANCA JOSE GENIVAL DE SOUZA,MONTEIRO
2401,2322412,CENTRO DE ESPECIALIDADES MEDICAS FERDINANDO B PARAGUAY,MONTEIRO
2402,6941125,SAMU 192 REGIONAL DE MONTEIRO PB USA,MONTEIRO
2403,7448252,POLO DE ACADEMIA DA SAUDE 01,MONTEIRO
2404,5169933,FARMACIA POPULAR DO BRASIL ANTONIO JOSE DA SILVA,MONTEIRO
2405,6528880,CENTRO DE REABILITACAO CER II,MONTEIRO
2406,2374080,USF 08 JOSEFA QUARESMA DOS SANTOS,MONTEIRO
2407,2322269,PS JABITACA,MONTEIRO
2408,2322307,USF 11,MONTEIRO
2409,2322331,PS ANGIQUINHO,MONTEIRO
2410,2597268,PS MALHADINHA,MONTEIRO
2411,7433344,USF 10,MONTEIRO
2412,6712827,SAMU 192 REGIONAL DE MONTEIRO PB USB,MONTEIRO
2413,9068317,CEDMEX CEAF 5 GRS MONTEIRO,MONTEIRO
2414,7555687,SAMU 192 REGIONAL DE MONTEIRO PB MOTOLANCIA I,MONTEIRO
2415,7555857,SAMU 192 REGIONAL DE MONTEIRO PB MOTOLANCIA II,MONTEIRO
2416,7058284,UPA JOAQUINA PIRES BARBOSA HENRIQUE,MONTEIRO
2417,3163938,USF 02 DR BERNADINO LEMOS,MONTEIRO
2418,2322226,PS TINGUI,MONTEIRO
2419,2322234,PS OLHO DAGUA DO SILVA,MONTEIRO
2420,2322404,PS BOM NOME,MONTEIRO
2421,9858458,POLO DE ACADEMIA DA SAUDE DO MUTIRAO,MONTEIRO
2422,2363410,HEMONUCLEO DE MONTEIRO,MONTEIRO
2423,3732509,CENTRO DE ESPECIALIDADES ODONTOLOGICAS DE MONTEIRO,MONTEIRO
2424,7713231,FARMACIA CENTRAL BASICA JOSENILDA BENEDITA CERNEIRO,MONTEIRO
2425,5448603,SECRETARIA MUNICIPAL DE SAUDE DE MONTEIRO,MONTEIRO
2426,2322358,CENTRO DE ATENCAO A SAUDE DA MULHER AUREA PEREIRA CAVALCANTE,MONTEIRO
2427,9067418,CAPS AD III,MONTEIRO
2428,9687297,PS POCINHOS,MONTEIRO
2429,6941117,CENTRAL DE REGULACAO MEDICA DE URGENCIAS DE MONTEIRO PB,MONTEIRO
2430,2322285,USF 04 JOAO BATISTA DA SILVA BRITO,MONTEIRO
2431,2322218,USF 03 JOSE WILTON NUNES DE MELO,MONTEIRO
2432,2336812,HOSPITAL REGIONAL SANTA FILOMENA,MONTEIRO
2433,3968960,CENTRO DE ATENCAO PSICOSSOCIAL CAPS I DR FRANCISCO NOBREGA,MONTEIRO
2434,7297777,LABORATORIO DE ANALISES CLINICAS PRICILA NUNES DE F LEITE,MONTEIRO
2435,9148353,VIGILANCIA SANITARIA DE MULUNGU,MULUNGU
2436,2591650,UBS I LEA DE AQUINO BANDEIRA GRAVATA,MULUNGU
2437,2591677,CENTRO DE SAUDE EITEL SANTIAGO,MULUNGU
2438,2608723,UBS III EUCLIDES PEREIRA ALVES,MULUNGU
2439,6450016,CENTRAL DE REGULACAO DE SERVICOS DE SAUDE,MULUNGU
2440,6063098,CENTRO DE REABILITACAO DE MULUNGU,MULUNGU
2441,7422881,UBS V ANTONIO APRIGIO DOS SANTOS ACUDINHO,MULUNGU
2442,9069275,FARMACIA BASICA MUNICIPAL MULUNGU,MULUNGU
2443,9069267,LABORATORIO DE ANALISES CLINICAS SEVERINA ALVES DA SILVA,MULUNGU
2444,2591669,UBS IV SEVERINO JOSE GOMES LEAL LANDIA,MULUNGU
2445,2592401,FUNDACAO HOSPITALAR DRA IVETE UNIDADE MISTA,MULUNGU
2446,2608731,UBS II ANA RITA DE LIMA SALES,MULUNGU
2447,6450512,CENTRO DE ESPECIALIDADES ODONTOLOGICAS,MULUNGU
2448,7513542,ACADEMIA DA SAUDE DE MULUNGU GRAVATA,MULUNGU
2449,7513526,ACADEMIA DA SAUDE DE MULUNGU CIDADE,MULUNGU
2450,6425747,SECRETARIA MUNICIPAL DE SAUDE,MULUNGU
2451,7480962,POSTO DE SAUDE DO LOURENCO ANCORA,MULUNGU
2452,6378617,CAPS I MULUNGU,MULUNGU
2453,7318634,NUCLEO DE APOIO A SAUDE DA FAMILIA,MULUNGU
2454,6937772,SAMU 192,NATUBA
2455,7022972,NASF,NATUBA
2456,2342960,HOSPITAL E MAT NAPOLEAO LAUREANO,NATUBA
2457,6454607,SECRETARIA MUNICIPAL DE SAUDE DE NATUBA,NATUBA
2458,9662650,PSF V,NATUBA
2459,2341395,CENTRO DE SAUDE DE NATUBA,NATUBA
2460,2342987,POSTO DE SAUDE PIRAUA PSF II,NATUBA
2461,3544885,PSF DE AGUAPABA,NATUBA
2462,3544877,PSF FERVEDOURO,NATUBA
2463,6413471,LABORATORIO DE PROTESE DENTARIA DE NATUBA,NATUBA
2464,9545700,UNIDADE MISTA RAIMUNDA MENDES PEDROSA,NAZAREZINHO
2465,2592150,ESF IV NAZAREZINHO,NAZAREZINHO
2466,6431348,SECRETARIA MUNICIPAL DE SAUDE DE NAZAREZINHO,NAZAREZINHO
2467,3936376,ESF I LINDOLFO PIRES,NAZAREZINHO
2468,3936422,ESF III CEDRO DE CIMA,NAZAREZINHO
2469,3936392,ESF II GOIABEIRA,NAZAREZINHO
2470,6786391,POSTO DE SAUDE DR SINVAL VIEIRA MENDES,NAZAREZINHO
2471,7599617,UNIDADE DE SAUDE DA FAMILIA PSF V NOVA FLORESTA,NOVA FLORESTA
2472,2364182,UNIDADE DE SAUDE DA FAMILIA PSF I NOVA FLORESTA,NOVA FLORESTA
2473,9958940,CAF FARMACIA BASICA DE NOVA FLORESTA,NOVA FLORESTA
2474,2364190,POSTO DE SAUDE NOSSA SENHORA DE LOURDES,NOVA FLORESTA
2475,7807392,VIGILANCIA EM SAUDE DE NOVA FLORESTA,NOVA FLORESTA
2476,2343207,UNIDADE MISTA DE NOVA FLORESTA NOSSA SENHORA DAS GRACAS,NOVA FLORESTA
2477,2364360,UNIDADE DE SAUDE DA FAMILIA PSF II NOVA FLORESTA,NOVA FLORESTA
2478,7416490,NUCLEO DE APOIO A SAUDE DA FAMILIA NASF 2,NOVA FLORESTA
2479,3568792,UNIDADE DE SAUDE DA FAMILIA PSF IV NOVA FLORESTA,NOVA FLORESTA
2480,6411525,SECRETARIA MUNICIPAL DE SAUDE,NOVA FLORESTA
2481,3603571,UNIDADE DE SAUDE DA FAMILIA PSF III NOVA FLORESTA,NOVA FLORESTA
2482,2604639,PSF PEDRO LEITE GUIMARAES,NOVA OLINDA
2483,2794101,UNIDADE DE VIGILANCIA SANITARIA,NOVA OLINDA
2484,2604612,PSF RITA SILVINO,NOVA OLINDA
2485,6671039,SERVICO DE ATENDIMENTO MOVEL AS URGENCIAS DE NOVA OLINDA,NOVA OLINDA
2486,2604620,PSF DOS GATOS,NOVA OLINDA
2487,2605392,UNIDADE MISTA DE SAUDE JOAO MOISES DE SOUSA,NOVA OLINDA
2488,9885730,LABORATORIO DE PROTESE DENTARIA DE NOVA OLINDA,NOVA OLINDA
2489,6430821,SECRETARIA MUNICIPAL DE SAUDE DE NOVA OLINDA,NOVA OLINDA
2490,7407777,NASF II,NOVA OLINDA
2491,7430949,AMIGO DO PEITO DE NOVA OLINDA,NOVA OLINDA
2492,2364433,TEREZINHA MARIA DA LUZ DE VASCONCELOS,NOVA PALMEIRA
2493,5105684,UNIDADE MOVEL DE SAUDE,NOVA PALMEIRA
2494,9116826,ACADEMIA DE SAUDE ELIAS FERNANDES DA SILVA,NOVA PALMEIRA
2495,9182438,POSTO DE SAUDE JOSE ALVES DA COSTA,NOVA PALMEIRA
2496,9974814,UNIDADE DE VIGILANCIA EM SAUDE,NOVA PALMEIRA
2497,2364441,POSTO DE SAUDE SEBASTIAO ANTONIO DE OLIVEIRA,NOVA PALMEIRA
2498,2613182,CENTRO DE SAUDE DR FRANCISCO MEDEIROS DANTAS,NOVA PALMEIRA
2499,9974822,FARMACIA BASICA MUNICIPAL,NOVA PALMEIRA
2500,6411584,SECRETARIA MUNICIPAL DE SAUDE,NOVA PALMEIRA
2501,7270585,NASF III NUCLEO DE APOIO A SAUDE DA FAMILIA,NOVA PALMEIRA
2502,9185593,CENTRO DE ESPECIALIDADES DE SAUDE DE OLHO DAGUA,'OLHO D''AGUA'
2503,9659331,FARMACIA BASICA DE OLHO DAGUA,'OLHO D''AGUA'
2504,2604647,POSTO DE SAUDE DE TAPERA,'OLHO D''AGUA'
2505,7456662,UNIDADE MUNICIPAL DE VIGILANCIA SANITARIA,'OLHO D''AGUA'
2506,7508786,NASF II OLHO DAGUA,'OLHO D''AGUA'
2507,6461654,SECRETARIA MUNICIPAL DE SAUDE DE OLHO DAGUA,'OLHO D''AGUA'
2508,9864709,LABORATORIO DE PROTESES DENTARIA DE OLHO DAGUA,'OLHO D''AGUA'
2509,9608419,CENTRO DE SAUDE OLHO DAGUA,'OLHO D''AGUA'
2510,7615302,ACADEMIA DE SAUDA DE OLHO DAGUA,'OLHO D''AGUA'
2511,9659323,CENTRAL DE REGULACAO DE OLHO DAGUA,'OLHO D''AGUA'
2512,2592355,ESF I PARTEIRA MARCIONILA AVELINO LEITE,'OLHO D''AGUA'
2513,2605368,ESF II DISTRITO DO SOCORRO,'OLHO D''AGUA'
2514,3704319,ESF III BARRENTA,'OLHO D''AGUA'
2515,9175253,LABORATORIO MUNICIPAL DE ANALISES CLINICAS,OLIVEDOS
2516,2607255,UBS I ELISIO DE ALMEIDA SOUTO,OLIVEDOS
2517,6366066,POLICLINICA MUNICIPAL DR JOSIVAN ESTAVAN,OLIVEDOS
2518,7043600,LABORATORIO DE PROTESES DENTARIAS,OLIVEDOS
2519,7063423,UNIDADE BASICA DE SAUDE DA FAMILIA,OLIVEDOS
2520,9813780,ACADEMIA PROFESSORA RITA BATISTA DA SILVA ARAUJO,OLIVEDOS
2521,7447655,NASF,OLIVEDOS
2522,6411622,SECRETARIA MUNICIPAL DE SAUDE,OLIVEDOS
2523,9627340,CENTRAL DE ABASTECIMENTO FARMACEUTICO CAF,OURO VELHO
2524,6364497,UNIDADE AUTORIZADORA DE TFD INTERMUNICIPAL,OURO VELHO
2525,6291058,VIGILANCIA SANITARIA,OURO VELHO
2526,7885466,CENTRO DE SAUDE DE OURO VELHO,OURO VELHO
2527,2363429,UBSF MABEL DANTAS ESF I,OURO VELHO
2528,7514778,ACADEMIA DA SAUDE DE OURO VELHO,OURO VELHO
2529,6409520,LABORATORIO REGIONAL DE PROTESE DENTARIA SANTA FILOMENA,OURO VELHO
2530,6290922,SECRETARIA MUNICIPAL DE SAUDE DE OURO VELHO,OURO VELHO
2531,5677734,LABORATORIO MUNICIPAL,OURO VELHO
2532,7583079,LABORATORIO DE ANALISES CLINICAS,PARARI
2533,7583087,UNIDADE DE VIGILANCIA EM SAUDE,PARARI
2534,7583095,CLINICA MUNICIPAL DE FISIOTERAPIA,PARARI
2535,2363356,UBSF FRANCISCO AIRES DE QUEIROZ,PARARI
2536,7724543,LABORATORIO DE PROTESES DENTARIAS,PARARI
2537,9612025,NASF,PARARI
2538,7484046,FARMACIA BASICA MUNICIPAL,PARARI
2539,6417051,SECRETARIA MUNICIPAL DE SAUDE,PARARI
2540,2321114,POSTO DE SAUDE DE CAFE DO VENTO,PASSAGEM
2541,2321130,USF MARIA DAS NEVES ANDRADE,PASSAGEM
2542,7300344,SERVICO DE ATENDIMENTO MOVEL DE URGENCIA SAMU 192,PASSAGEM
2543,9816453,FARMACIA BASICA DE PASSAGEM,PASSAGEM
2544,6431623,CENTRAL DE REGULACAO DE PASSAGEM,PASSAGEM
2545,6431615,SECRETARIA MUNICIPAL DE SAUDE,PASSAGEM
2546,7499019,LABORATORIO DE PROTESE DENTARIA DE PASSAGEM,PASSAGEM
2547,7499027,VIGILANCIA SANITARIA DE PASSAGEM PB,PASSAGEM
2548,7376502,NASF III PASSAGEM,PASSAGEM
2549,7098758,UNIDADE DE SAUDE DA FAMILIA MANOEL PEREIRA DE SOUSA,PATOS
2550,7916108,VIGILANCIA SANITARIA MUNICIPAL,PATOS
2551,46175,EQUIPE MULTIPROFISSIONAIS EMAD PATOS PB,PATOS
2552,3233049,SECRETARIA MUNICIPAL DE SAUDE,PATOS
2553,46221,EQUIPE DE APOIO EMAP PATOS PB,PATOS
2554,5417929,CAPS I CENTRO DE ATENCAO PSICOSSOCIAL INFANTIL DE PATOS,PATOS
2555,5043123,REGULACAO MEDICA SAMU 192,PATOS
2556,5010314,CENTRO DE ATENCAO PSICOSSOCIAL DE PATOS CAPS II,PATOS
2557,3824438,FARMACIA POPULAR DO BRASIL,PATOS
2558,3456404,UNIDADE DE SAUDE DA FAMILIA DR LEOMAR SILVA,PATOS
2559,3456358,UNIDADE DE SAUDE DA FAMILIA DOMICIANO VIEIRA,PATOS
2560,3456390,UNIDADE DE SAUDE DA FAMILIA JOAO SOARES,PATOS
2561,3456366,UNIDADE DE SAUDE DA FAMILIA LAURO QUEIROZ,PATOS
2562,3456285,UNIDADE DE SAUDE DA FAMILIA RITA PALMEIRA,PATOS
2563,9068325,CEDMEX CEAF 6 GRS PATOS,PATOS
2564,3480429,UNIDADE DE SAUDE DA FAMILIA GERALDO GOMES DE CARVALHO,PATOS
2565,9558551,FARMACIA BASICA,PATOS
2566,2604485,LABORATORIO MUNICIPAL DE SAUDE PUBLICA DE PATOS,PATOS
2567,2605082,UNIDADE DE SAUDE DA FAMILIA HORACIO NOBREGA,PATOS
2568,2605155,UNIDADE DE SAUDE DA FAMILIA SOLON MEDEIROS,PATOS
2569,6890857,CLINICA ESCOLA DE ENFERMAGEM DR CARLOS BEZERRA,PATOS
2570,5570522,CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,PATOS
2571,2605163,CENTRO DE SAUDE FREI DAMIAO,PATOS
2572,3456412,UNIDADE DE SAUDE DA FAMILIA DIEGO LUCENA CAMBOIM,PATOS
2573,3493121,UNIDADE DE SAUDE DA FAMILIA ROBERTO OBA,PATOS
2574,3480410,UNIDADE DE SAUDE DA FAMILIA METODIO DE ARAUJO LEITAO,PATOS
2575,5853419,UNIDADE DE PRONTO ATENDIMENTO DO JATOBA,PATOS
2576,7430337,UNIDADE DE SAUDE DA FAMILIA MARIA MADALENA DO ESPIRITO SANTO,PATOS
2577,7430353,UNIDADE DE SAUDE DA FAMILIA PEDRO LEANDRO SOBRINHO,PATOS
2578,3456277,CENTRO DE ATENCAO ESPECIALIZADO EM DST AIDS,PATOS
2579,115770,UNIDADE DE SAUDE DA FAMILIA ALEXANDRA KOLLONTAI ITATIUNGA,PATOS
2580,7619537,POLO DE ACADEMIA DE SAUDE III,PATOS
2581,9402020,MOTOLANCIA,PATOS
2582,2605139,UNIDADE DE SAUDE DA FAMILIA ADERBAL MARTINS,PATOS
2583,2605295,UNIDADE DE SAUDE DA FAMILIA MARIA MARQUES,PATOS
2584,2605198,BANCO DE LEITE HUMANO,PATOS
2585,2604469,UNIDADE DE SAUDE DA FAMILIA JOSE MAURICIO CAJUAZ,PATOS
2586,2605074,UNIDADE DE SAUDE DA FAMILIA NABOR WANDERLEY,PATOS
2587,2605112,UNIDADE DE SAUDE DA FAMILIA MIN ERNANI SATYRO,PATOS
2588,2605147,UNIDADE DE SAUDE DA FAMILIA ANTONIO URQUIZA,PATOS
2589,2605244,UNIDADE DE SAUDE DA FAMILIA ROSINHA XAVIER,PATOS
2590,5666538,UNIDADE DE SAUDE DA FAMILIA YOYO LAUREANO,PATOS
2591,2604442,UNIDADE DE SAUDE DA FAMILIA DA ZONA RURAL,PATOS
2592,2605090,UNIDADE DE SAUDE DA FAMILIA ENALDO TORRES FERNANDES,PATOS
2593,2605120,UNIDADE DE SAUDE DA FAMILIA EVARISTO MEDEIROS GUEDES,PATOS
2594,2604493,HEMOPATOS,PATOS
2595,2605287,UNIDADE DE SAUDE DA FAMILIA WALTER AYRES,PATOS
2596,2605317,UNIDADE DE SAUDE DA FAMILIA ADERBAN MARTINS DE MEDEIROS,PATOS
2597,2605473,COMPLEXO HOSPITALAR DEP JANDUHY CARNEIRO,PATOS
2598,2605414,MATERNIDADE PEREGRINO FILHO,PATOS
2599,3702456,BIOLAB,PATOS
2600,5978653,CENTRO REGIONAL DE SAUDE DO TRABALHADOR,PATOS
2601,7557779,UNIDADE DE PRONTO ATENDIMENTO DR OTAVIO PIRES DE LACERDA,PATOS
2602,5487684,UNIDADE DE SAUDE DA FAMILIA ERNESTO SOARES ALVES,PATOS
2603,5010330,CENTRO DE ESPECIALIDADES ODONTOLOGICAS DE PATOS CEO,PATOS
2604,3456293,UNIDADE DE SAUDE DA FAMILIA BELMIRO GUEDES,PATOS
2605,3456382,UNIDADE DE SAUDE DA FAMILIA DIRCE XAVIER,PATOS
2606,3456374,UNIDADE DE SAUDE DA FAMILIA HAYDEE WANDERLEY,PATOS
2607,3456307,UNIDADE DE SAUDE DA FAMILIA JOSE DE OLIVEIRA PIO,PATOS
2608,3456331,UNIDADE DE SAUDE DA FAMILIA PEDRO FIRMINO FILHO,PATOS
2609,3456315,UNIDADE DE SAUDE DA FAMILIA VERONICA MARIA VIEIRA,PATOS
2610,7140371,SAMU 192 BASE PATOS USA 02,PATOS
2611,7140649,SAMU 192 BASE PATOS USB 01,PATOS
2612,7141017,SAMU 192 BASE PATOS USB 02,PATOS
2613,7141033,SAMU 192 BASE PATOS USB 03,PATOS
2614,7141084,SAMU 192 BASE PATOS USB 04,PATOS
2615,7139683,SAMU 192 BASE PATOS USA 01,PATOS
2616,7149387,CENTRAL DE REGULACAO,PATOS
2617,6068219,UNIDADE DE SAUDE DA FAMILIA DORACI BRITO,PATOS
2618,7228767,UNIDADE DE SAUDE DA FAMILIA CARLEUSA CANDEIA,PATOS
2619,2605252,UNIDADE DE SAUDE DA FAMILIA SEBASTIANA XAVIER,PATOS
2620,2605481,HOSPITAL INFANTIL NOALDO LEITE,PATOS
2621,2605279,UNIDADE DE SAUDE DA FAMILIA BIVAR OLINTHO,PATOS
2622,2605309,UNIDADE DE SAUDE DA FAMILIA OSMAN AYRES,PATOS
2623,3015610,CERPPOD,PATOS
2624,7373260,POLO DE ACADEMIA DE SAUDE I,PATOS
2625,7373295,POLO DE ACADEMIA DE SAUDE II,PATOS
2626,6713971,UNIDADE DE SAUDE DA FAMILIA ANA RAQUEL,PATOS
2627,2613530,HOSPITAL MUNICIPAL EMERENTINA DANTAS,PAULISTA
2628,2592096,ESF I YAIA QUEIROGA,PAULISTA
2629,7511760,ACADEMIA DE SAUDE DE PAULISTA I,PAULISTA
2630,6413781,SECRETARIA MUNICIPAL DE SAUDE DE PAULISTA,PAULISTA
2631,6562892,POLICLINICA DE ESPECIALIDADES HELIO DE ARAUJO VERAS,PAULISTA
2632,6665195,CENTRAL DE REGULACAO,PAULISTA
2633,113832,LABORATORIO MUNICIPAL DE ANALISES CLINICAS DE PAULISTA PB,PAULISTA
2634,9427813,ESF VI HELANA SALDANHA VERAS,PAULISTA
2635,2592118,POSTO DE SAUDE DO MIMOSO,PAULISTA
2636,2342197,ESF V DEROSSE BARBOSA DE ALMEIDA,PAULISTA
2637,9402535,ACADEMIA DA SAUDE DE PAULISTA II,PAULISTA
2638,2341824,ESF IV PAUTILA MARQUES DE MEDEIROS,PAULISTA
2639,2341832,ESF II RAIMUNDO DANTAS DE SOUSA,PAULISTA
2640,6806864,CENTRO DE ESPECIALIDADES ODONTOLOGICAS DE PAULISTA,PAULISTA
2641,6652271,VIGILANCIA SANITARIA DE PAULISTA,PAULISTA
2642,7368291,NASF I PAULISTA,PAULISTA
2643,7368305,FARMACIA BASICA,PAULISTA
2644,2341980,ESF III AZUIL ARRUDA DE ASSIS,PAULISTA
2645,6826407,SAMU 192 DE PAULISTA,PAULISTA
2646,9217606,POSTO ANCORA DO SITIO GENIPAPEIRO,PEDRA BRANCA
2647,7780869,FARMACIA BASICA DE SAUDE DE PEDRA BRANCA,PEDRA BRANCA
2648,2604663,ANTONIO DE SOUSA SOBRINHO,PEDRA BRANCA
2649,2604655,ANA TEOTONIO DE SOUSA,PEDRA BRANCA
2650,7476647,CENTRO DE ESPECIALIDADES DE PEDRA BRANCA,PEDRA BRANCA
2651,9245413,POLO ACADEMIA DE SAUDE DE PEDRA BRANCA,PEDRA BRANCA
2652,6429688,SECRETARIA MUNICIPAL DE SAUDE DE PEDRA BRANCA,PEDRA BRANCA
2653,7599307,CEO MARGARIDA CORDEIRO COSTA,PEDRA LAVRADA
2654,7831102,LABORATORIO DE PROTESE DENTARIA DE PEDRA LAVRADA,PEDRA LAVRADA
2655,6948006,SAMU SERVICO DE ATENDIMENTO MOVEL DE URGENCIA 192,PEDRA LAVRADA
2656,7803958,UBS JOANA ALVES DE SOUSA,PEDRA LAVRADA
2657,2364301,UBSF DINA DE AZEVEDO MELO,PEDRA LAVRADA
2658,6995209,DIVISAO DE VIGILANCIA AMBIENTAL,PEDRA LAVRADA
2659,2364298,UBSF GREGORIO SIMPLICIO DA COSTA,PEDRA LAVRADA
2660,2364328,POSTO DE SAUDE PAPAFINA,PEDRA LAVRADA
2661,2758040,UNIDADE MISTA DE SAUDE DE PEDRA LAVRADA,PEDRA LAVRADA
2662,6685366,DIVISAO DE VIGILANCIA SANITARIA,PEDRA LAVRADA
2663,6414532,PEDRA LAVRADA PREF MUNIC SECRETARIA DE SAUDE,PEDRA LAVRADA
2664,2605570,UBSF BENILDES DE MEDEIROS FERNANDES,PEDRA LAVRADA
2665,5157021,CLINICA MUNICIPAL DE FISIOTERAPIA,PEDRAS DE FOGO
2666,2363658,UNIDADE DE SAUDE DA FAMILIA CONCORDIA,PEDRAS DE FOGO
2667,2363682,HOSPITAL DISTRITAL JOSE DE SOUZA MACIEL,PEDRAS DE FOGO
2668,2363607,CRECHE JULIETA P RIBEIRO DA COSTA,PEDRAS DE FOGO
2669,2363674,UNIDADE BASICA DE CABANA,PEDRAS DE FOGO
2670,5156807,UNIDADE MOVEL ODONTOLOGICA,PEDRAS DE FOGO
2671,5081068,UNIDADE SAUDE DA FAMILIA CENTRO II,PEDRAS DE FOGO
2672,3921395,CENTRO DE ATENCAO PSICOSSOCIAL ANTONIA LINS BORBA,PEDRAS DE FOGO
2673,3882683,CENTRO DE ESPECIALIDADES ODONTOLOGICAS DR KILZA R ALVES,PEDRAS DE FOGO
2674,2813181,UNIDADE DE SAUDE DA FAMILIA BELA ROSA,PEDRAS DE FOGO
2675,2363631,UNIDADE DE SAUDE DA FAMILIA DE UNA DE SAO JOSE,PEDRAS DE FOGO
2676,2363593,UNIDADE DE SAUDE DA FAMILIA LOTEAMENTO PLANALTO,PEDRAS DE FOGO
2677,9488545,NASF E SAD SERVICO DE ATENCAO DOMICILIAR,PEDRAS DE FOGO
2678,2363615,CONSULTORIO COLEGIO WALDECYR,PEDRAS DE FOGO
2679,5776414,NASF INTEGRAR,PEDRAS DE FOGO
2680,2682613,UNID SAUDE DA FAMILIA JANGADA,PEDRAS DE FOGO
2681,2682621,UNID SAUDE DA FAMILIA CORVOADA,PEDRAS DE FOGO
2682,9948279,ACADEMIA DA SAUDE DO BESSA,PEDRAS DE FOGO
2683,9987126,NASF INTEGRAR,PEDRAS DE FOGO
2684,9948287,ACADEMIA DA SAUDE DO PLANALTO,PEDRAS DE FOGO
2685,6917631,SERVICO DE ATENDIMENTO MOVEL DE URGENCIA SAMU 192,PEDRAS DE FOGO
2686,2363666,UNIDADE SAUDE DA FAMILIA DO CENTRO,PEDRAS DE FOGO
2687,7498993,NASF INTEGRAR II,PEDRAS DE FOGO
2688,6419178,SECRETARIA MUNICIPAL DE SAUDE DE PEDRAS DE FOGO,PEDRAS DE FOGO
2689,2363690,POLICLINICA DR MANOEL ALVES SILVA,PEDRAS DE FOGO
2690,2363585,UNIDADE DE SAUDE DA FAMILIA DE MANGUEIRA,PEDRAS DE FOGO
2691,2363623,UNIDADE DE SAUDE DA FAMILIA ITABATINGA,PEDRAS DE FOGO
2692,2363712,UNIDADE DE SAUDE DA FAMILIA SANTO ANTONIO,PEDRAS DE FOGO
2693,7671687,SAMU PIANCO MT 02,PIANCO
2694,7839669,POLO DE ACADEMIA EM SAUDE DE PIANCO,PIANCO
2695,2604698,UNIDADE DE VIGILANCIA SANITARIA,PIANCO
2696,2604728,POSTO DE SAUDE DE POCINHOS,PIANCO
2697,2609045,USF DR PAULO MONTENEGRO,PIANCO
2698,2609061,CLINICA DE ESPECIALIDADES E REABILITACAO DR ANTONIO QUINHO,PIANCO
2699,2609096,USF JOAQUIM ESTEVAM,PIANCO
2700,2609118,USF TEOTONIO NETO,PIANCO
2701,3456153,CENTRO DE ESPECIALIDADES ODONTOLOGICA DE PIANCO,PIANCO
2702,3470202,CAPS TM JOAO GALDINO DA COSTA,PIANCO
2703,3516830,RESIDENCIA TERAPEUTICA EM SAUDE MENTAL I,PIANCO
2704,5080592,RESIDENCIA TERAPEUTICA EM SAUDE MENTAL IV,PIANCO
2705,6950329,CENTRAL DE REGULACAO MEDICA SAMU PIANCO PB,PIANCO
2706,5923964,HOSPITAL E MATERNIDADE DE PIANCO,PIANCO
2707,7528221,USF VII CENTRO,PIANCO
2708,6553737,COMPLEXO REGULADOR DE PIANCO,PIANCO
2709,6384137,MELHOR EM CASA E NASF,PIANCO
2710,6581145,FARMACIA MUNICIPAL DE PIANCO,PIANCO
2711,2600331,HOSPITAL WENCESLAU LOPES,PIANCO
2712,2604701,POSTO DE SAUDE BROTAS,PIANCO
2713,2604736,POSTO DE SAUDE BOM JESUS,PIANCO
2714,2609053,USF FERNANDO VIEIRA DE MELO,PIANCO
2715,2609088,USF JOSE TOMAZ DOS SANTOS,PIANCO
